Catalog Link,Judaica - Verified,1,ISBN,Title,Author,Series,Publisher,Year Published,Date_Published,Pages_Thickness,Magazine,Volume_number,Category,Category_2,Request_Number,Library_ID,DOI,Persistent_Identifier,Report_Number,ISBN,FileName,University_Degree,Searched,https://hollis.harvard.edu/,ISSN,Duplication,Searching Category,URL
,Judaica - Verified,Jews and Judaism,978-4-00-431755-5,ユダヤ人とユダヤ教,市川裕 著,岩波新書 新赤版 ; 1755,岩波書店,2019,2019.1,189p ; 18cm,,,図書,GE761 227.9,GE761-M4,29400361,,,,978-4-00-431755-5,ユダヤ1-100,,Red,,,1,1,
